TIPO DE ACIDENTE,DATA,HORA,REGIÃO,COORDENADA GEOGRÁFICA,SITUAÇÃO CLIMÁTICA/LUMINOSIDADE,CONDIÇÕES DA SUPERFÍCIE DE ROLAMENTO,POSSUI SINALIZAÇÃO HORIZONTAL,POSSUI SINALIZAÇÃO VERTICAL,PRÓXIMO A EQUIPO ELETRÔNICO,HOUVE OUTROS VEÍCULOS ENVOLVIDOS,QUANTOS VEÍCULOS,HAVIA OUTROS OCUPANTES NO VEÍCULO,QUANTOS OCUPANTES,ENVOLVIDOS,FERIDOS,ÓBITOS,FOI REALIZADO O TESTE DE BAFÔMETRO,QUAL O RESULTADO,POSSUI HABILITAÇÃO,VEÍCULO TIPO,HOUVE DANOS AO PATRIMÔNIO PÚBLICO?,HOUVE DANOS AO MEIO AMBIENTE?
Colisão,2016-05-14,21:30,Leste,"-25.422309, -49.238888",Chuva / Noite,Seca,Não,Sim,Sim,Sim,3,Sim,2,3,3,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Queda de moto,2009-06-08,09:00,Oeste,"-25.428357, -49.327478",Seco / Dia,Molhada,Sim,Não,Sim,Sim,2,Sim,3,1,1,1,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2008-08-31,21:30,Centro,"-25.434049, -49.263608",Chuva / Noite,Escorregadia,Não,Não,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2012-01-27,19:15,Sul,"-25.440159, -49.317810",Seco / Noite,Molhada,Não,Sim,Sim,Sim,4,Sim,4,2,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2008-12-28,18:30,Sul,"-25.448924, -49.304941",Chuva / Dia,Escorregadia,Sim,Não,Não,Sim,2,Sim,4,1,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2022-01-18,15:30,Centro,"-25.421979, -49.282610",Seco / Dia,Seca,Sim,Não,Sim,Sim,3,Sim,5,2,0,0,Não,Não realizado,Não,Moto,Sim,Não
Colisão,2021-01-20,22:15,Norte,"-25.380511, -49.286810",Seco / Noite,Molhada,Não,Sim,Não,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2010-02-05,06:45,Centro,"-25.412353, -49.276779",Seco / Dia,Molhada,Não,Sim,Não,Sim,2,Sim,5,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2020-06-18,14:00,Sul,"-25.465943, -49.293154",Seco / Dia,Escorregadia,Não,Sim,Não,Não,1,Sim,5,1,1,1,Sim,Positivo,Sim,Caminhão,Sim,Não
Queda de moto,2012-12-02,07:45,Leste,"-25.437194, -49.228446",Seco / Dia,Molhada,Não,Não,Sim,Sim,2,Não,1,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2012-03-06,08:15,Leste,"-25.427299, -49.227394",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,2,2,0,Não,Não realizado,Sim,Bicicleta,Sim,Sim
Colisão,2014-09-29,19:00,Centro,"-25.418495, -49.265095",Chuva / Noite,Escorregadia,Não,Sim,Sim,Sim,4,Sim,2,1,1,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Atropelamento,2018-11-13,23:15,Sul,"-25.450743, -49.297610",Seco / Noite,Seca,Sim,Não,Sim,Sim,3,Sim,5,2,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2019-03-14,00:15,Sul,"-25.445634, -49.306456",Seco / Noite,Escorregadia,Não,Não,Não,Não,1,Sim,5,2,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2025-08-18,14:45,Leste,"-25.419928, -49.222290",Seco / Dia,Seca,Não,Sim,Não,Não,1,Sim,2,1,1,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Colisão,2021-10-08,17:45,Norte,"-25.398423, -49.277787",Seco / Dia,Molhada,Não,Não,Não,Não,1,Não,1,2,0,0,Sim,Negativo,Sim,Caminhão,Não,Não
Atropelamento,2021-09-18,13:15,Oeste,"-25.422491, -49.309033",Seco / Dia,Seca,Sim,Não,Não,Não,1,Sim,3,3,2,0,Sim,Negativo,Sim,Carro,Sim,Não
Colisão,2024-11-14,12:15,Norte,"-25.384158, -49.256054",Seco / Dia,Seca,Sim,Sim,Não,Não,1,Sim,5,4,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2013-09-22,09:15,Centro,"-25.419116, -49.266381",Seco / Dia,Molhada,Não,Não,Sim,Não,1,Sim,3,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2012-11-13,16:30,Norte,"-25.385971, -49.241048",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,3,1,0,Sim,Positivo,Sim,Moto,Sim,Não
Capotamento,2021-08-01,23:45,Norte,"-25.389946, -49.260237",Chuva / Noite,Molhada,Não,Não,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Não,Caminhão,Não,Sim
Colisão,2007-09-06,00:00,Oeste,"-25.411928, -49.319477",Seco / Noite,Seca,Não,Não,Não,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2008-10-05,19:30,Norte,"-25.402874, -49.258773",Seco / Noite,Molhada,Sim,Não,Sim,Não,1,Não,1,3,0,0,Não,Não realizado,Não,Moto,Não,Não
Atropelamento,2011-11-17,00:15,Leste,"-25.410440, -49.240277",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Sim,4,4,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2018-05-23,07:00,Centro,"-25.414082, -49.286219",Seco / Dia,Molhada,Sim,Não,Sim,Sim,3,Sim,5,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2009-03-06,02:45,Norte,"-25.384450, -49.265133",Chuva / Noite,Escorregadia,Sim,Não,Não,Sim,3,Sim,2,3,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2013-06-29,01:15,Oeste,"-25.439171, -49.321943",Chuva / Noite,Molhada,Não,Sim,Não,Não,1,Não,1,2,2,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2020-11-06,12:30,Centro,"-25.411703, -49.287437",Seco / Dia,Escorregadia,Sim,Não,Não,Sim,2,Sim,4,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Capotamento,2022-05-15,14:00,Leste,"-25.426388, -49.214664",Chuva / Dia,Escorregadia,Sim,Não,Sim,Sim,2,Sim,5,1,0,0,Sim,Positivo,Sim,Ônibus,Não,Não
Colisão,2025-10-27,16:30,Leste,"-25.437467, -49.226798",Neblina / Dia,Molhada,Sim,Não,Sim,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2013-01-24,15:15,Norte,"-25.407057, -49.274493",Seco / Dia,Escorregadia,Não,Não,Sim,Sim,3,Sim,5,2,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2010-11-16,09:00,Centro,"-25.428688, -49.270906",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2014-01-17,00:30,Oeste,"-25.421335, -49.331191",Seco / Noite,Escorregadia,Sim,Sim,Sim,Sim,4,Sim,2,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2021-04-01,16:00,Leste,"-25.411768, -49.234678",Seco / Dia,Seca,Sim,Sim,Não,Sim,2,Sim,5,1,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2008-04-25,19:30,Oeste,"-25.426346, -49.333386",Chuva / Noite,Seca,Não,Não,Sim,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Caminhão,Não,Sim
Queda de moto,2005-04-10,12:45,Leste,"-25.416977, -49.234955",Seco / Dia,Molhada,Sim,Não,Sim,Sim,3,Sim,5,2,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Capotamento,2010-01-26,06:45,Oeste,"-25.430306, -49.312423",Chuva / Dia,Molhada,Não,Sim,Sim,Sim,3,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2015-03-05,05:30,Centro,"-25.425721, -49.262936",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Sim,3,1,1,0,Sim,Positivo,Sim,Moto,Não,Não
Capotamento,2016-09-15,09:00,Centro,"-25.437677, -49.287906",Chuva / Dia,Escorregadia,Não,Sim,Não,Sim,2,Não,1,3,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2017-03-09,07:15,Norte,"-25.383961, -49.270411",Seco / Dia,Seca,Sim,Sim,Não,Não,1,Sim,4,2,0,0,Sim,Positivo,Sim,Carro,Sim,Não
Atropelamento,2011-11-24,22:30,Norte,"-25.393194, -49.275882",Seco / Noite,Seca,Sim,Sim,Não,Não,1,Sim,2,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2007-04-15,14:00,Centro,"-25.437784, -49.265339",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Sim,2,2,0,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2019-08-08,14:00,Oeste,"-25.437903, -49.314820",Neblina / Dia,Escorregadia,Não,Não,Sim,Sim,3,Sim,4,3,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2025-04-29,04:30,Sul,"-25.453060, -49.316283",Seco / Noite,Seca,Não,Não,Sim,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2010-06-26,20:00,Norte,"-25.404219, -49.284321",Chuva / Noite,Escorregadia,Não,Não,Não,Não,1,Não,1,3,3,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2021-05-13,03:45,Centro,"-25.427926, -49.273829",Seco / Noite,Molhada,Sim,Não,Não,Sim,3,Sim,4,3,0,0,Não,Não realizado,Não,Caminhão,Sim,Não
Colisão,2015-05-16,00:45,Centro,"-25.413803, -49.283404",Seco / Noite,Seca,Sim,Não,Sim,Sim,3,Sim,5,2,2,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2024-02-09,03:30,Norte,"-25.382261, -49.269124",Chuva / Noite,Molhada,Não,Não,Sim,Sim,2,Sim,2,3,0,0,Sim,Negativo,Sim,Bicicleta,Não,Não
Colisão,2017-04-26,02:45,Sul,"-25.466360, -49.309557",Seco / Noite,Escorregadia,Não,Sim,Não,Sim,3,Sim,5,2,1,0,Não,Não realizado,Sim,Moto,Sim,Sim
Colisão,2012-06-12,04:15,Centro,"-25.431619, -49.264589",Seco / Noite,Seca,Não,Sim,Não,Sim,2,Sim,2,3,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2018-12-12,14:30,Centro,"-25.412686, -49.272686",Chuva / Dia,Escorregadia,Não,Não,Não,Sim,2,Sim,2,3,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Atropelamento,2012-09-13,13:45,Sul,"-25.466015, -49.319675",Chuva / Dia,Seca,Não,Sim,Sim,Sim,4,Sim,2,3,0,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Colisão,2015-09-17,16:45,Sul,"-25.448789, -49.293047",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Atropelamento,2008-01-14,11:30,Centro,"-25.422330, -49.284217",Chuva / Dia,Seca,Sim,Não,Não,Sim,4,Sim,4,2,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2016-10-18,04:45,Norte,"-25.380082, -49.244256",Chuva / Noite,Escorregadia,Não,Sim,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2012-11-25,16:45,Sul,"-25.448782, -49.292106",Seco / Dia,Seca,Não,Sim,Não,Não,1,Sim,4,2,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2022-05-05,19:15,Oeste,"-25.423889, -49.323010",Chuva / Noite,Escorregadia,Não,Não,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2012-03-12,02:00,Sul,"-25.471389, -49.306351",Seco / Noite,Seca,Não,Não,Não,Sim,4,Sim,2,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Queda de moto,2025-10-15,19:15,Oeste,"-25.419479, -49.303509",Seco / Noite,Seca,Sim,Sim,Não,Sim,3,Sim,4,1,1,0,Sim,Negativo,Sim,Carro,Sim,Não
Queda de moto,2015-06-16,02:30,Norte,"-25.401324, -49.260437",Chuva / Noite,Seca,Não,Não,Sim,Sim,4,Não,1,3,0,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Colisão,2010-10-11,16:30,Centro,"-25.433191, -49.280717",Chuva / Dia,Escorregadia,Sim,Sim,Não,Sim,3,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2012-03-28,20:00,Norte,"-25.381448, -49.274913",Seco / Noite,Escorregadia,Não,Não,Não,Sim,3,Sim,2,2,0,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2009-05-28,08:30,Oeste,"-25.435093, -49.330620",Seco / Dia,Escorregadia,Sim,Não,Não,Sim,3,Sim,2,4,0,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Colisão,2011-08-23,07:30,Centro,"-25.425740, -49.285619",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Não,1,3,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2016-05-16,11:45,Leste,"-25.424902, -49.216940",Chuva / Dia,Molhada,Sim,Sim,Não,Não,1,Sim,5,2,2,0,Não,Não realizado,Não,Bicicleta,Não,Não
Atropelamento,2013-06-14,18:00,Leste,"-25.413204, -49.245931",Seco / Dia,Escorregadia,Sim,Não,Sim,Sim,3,Sim,4,2,2,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2019-02-21,19:45,Norte,"-25.393747, -49.276949",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,3,1,1,0,Sim,Negativo,Sim,Moto,Não,Não
Capotamento,2006-07-30,07:15,Sul,"-25.463045, -49.289935",Neblina / Dia,Escorregadia,Não,Não,Não,Sim,3,Não,1,4,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2006-02-26,15:30,Centro,"-25.433339, -49.280836",Seco / Dia,Seca,Sim,Não,Não,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Capotamento,2015-09-14,07:00,Leste,"-25.428847, -49.249267",Seco / Dia,Seca,Sim,Sim,Não,Sim,3,Sim,2,1,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Capotamento,2023-07-02,22:15,Centro,"-25.412052, -49.281662",Seco / Noite,Escorregadia,Sim,Não,Sim,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2007-08-20,22:00,Sul,"-25.452130, -49.292802",Seco / Noite,Seca,Não,Sim,Sim,Sim,3,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2013-08-25,22:15,Sul,"-25.473422, -49.297546",Seco / Noite,Escorregadia,Sim,Sim,Não,Sim,2,Não,1,1,1,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2011-06-29,11:45,Oeste,"-25.434427, -49.334963",Chuva / Dia,Molhada,Não,Sim,Não,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2025-05-17,00:30,Centro,"-25.424966, -49.260177",Seco / Noite,Molhada,Não,Sim,Sim,Sim,2,Sim,5,1,1,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Atropelamento,2005-05-24,08:00,Oeste,"-25.426724, -49.319967",Chuva / Dia,Molhada,Sim,Sim,Não,Sim,3,Sim,2,4,3,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2009-07-04,03:00,Leste,"-25.424668, -49.213030",Chuva / Noite,Molhada,Não,Sim,Não,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Colisão,2010-03-14,20:00,Centro,"-25.427848, -49.266289",Chuva / Noite,Seca,Sim,Sim,Sim,Sim,3,Não,1,2,0,0,Sim,Negativo,Sim,Moto,Não,Não
Atropelamento,2006-03-06,21:00,Sul,"-25.453615, -49.283175",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2010-12-03,06:00,Oeste,"-25.429676, -49.330886",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2020-01-14,20:30,Sul,"-25.454824, -49.284483",Seco / Noite,Seca,Não,Sim,Sim,Sim,4,Não,1,4,3,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2010-10-10,10:15,Leste,"-25.418474, -49.208203",Seco / Dia,Molhada,Não,Não,Sim,Não,1,Sim,4,5,4,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Queda de moto,2007-05-22,10:00,Norte,"-25.403031, -49.256871",Seco / Dia,Seca,Não,Não,Não,Sim,4,Sim,2,4,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2020-03-14,07:15,Centro,"-25.429458, -49.262011",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Não,1,4,4,0,Não,Não realizado,Sim,Ônibus,Não,Sim
Atropelamento,2009-04-25,10:00,Norte,"-25.389922, -49.245188",Seco / Dia,Molhada,Não,Não,Não,Não,1,Não,1,5,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2005-01-06,10:00,Norte,"-25.394762, -49.279485",Seco / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Não,1,1,1,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2009-10-18,02:00,Norte,"-25.391597, -49.248855",Seco / Noite,Seca,Sim,Não,Não,Não,1,Não,1,3,3,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2008-08-06,00:00,Leste,"-25.433569, -49.221210",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Não,1,3,0,0,Sim,Positivo,Sim,Moto,Não,Não
Atropelamento,2011-02-07,02:45,Centro,"-25.420164, -49.277465",Seco / Noite,Molhada,Não,Não,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2022-11-08,16:45,Centro,"-25.419039, -49.275700",Seco / Dia,Escorregadia,Não,Sim,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2014-05-22,11:45,Norte,"-25.401969, -49.287710",Seco / Dia,Escorregadia,Não,Sim,Sim,Sim,3,Não,1,1,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Capotamento,2020-07-06,07:00,Leste,"-25.421490, -49.238052",Seco / Dia,Escorregadia,Não,Sim,Não,Sim,4,Sim,3,2,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2014-10-11,01:45,Oeste,"-25.417128, -49.329358",Seco / Noite,Seca,Sim,Não,Não,Sim,2,Sim,5,3,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Queda de moto,2006-02-18,21:15,Leste,"-25.427228, -49.242472",Seco / Noite,Seca,Não,Sim,Não,Não,1,Sim,2,3,0,0,Sim,Negativo,Sim,Carro,Sim,Não
Colisão,2018-04-12,22:15,Sul,"-25.463902, -49.282642",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,3,3,0,Sim,Negativo,Sim,Caminhão,Não,Não
Colisão,2021-05-24,02:30,Oeste,"-25.435526, -49.335114",Neblina / Noite,Seca,Sim,Sim,Sim,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Atropelamento,2018-08-19,07:45,Oeste,"-25.420089, -49.311924",Seco / Dia,Seca,Sim,Não,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Não,Bicicleta,Não,Não
Colisão,2024-03-28,21:45,Oeste,"-25.422135, -49.337610",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,3,Sim,4,2,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2011-09-03,13:45,Oeste,"-25.431604, -49.339021",Neblina / Dia,Molhada,Não,Não,Não,Sim,4,Não,1,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2009-10-22,08:15,Norte,"-25.407222, -49.281872",Seco / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2005-10-03,03:30,Centro,"-25.410082, -49.267122",Seco / Noite,Seca,Não,Não,Sim,Sim,3,Não,1,2,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2005-12-25,07:15,Norte,"-25.387821, -49.242281",Chuva / Dia,Molhada,Sim,Sim,Sim,Sim,3,Sim,3,3,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2005-02-25,12:45,Oeste,"-25.434934, -49.314968",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2023-03-07,11:15,Centro,"-25.422303, -49.273203",Chuva / Dia,Seca,Não,Sim,Não,Não,1,Sim,5,1,0,0,Não,Não realizado,Sim,Moto,Sim,Sim
Atropelamento,2007-08-30,02:30,Centro,"-25.435356, -49.288192",Neblina / Noite,Seca,Sim,Não,Não,Sim,4,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2012-04-25,01:00,Leste,"-25.426772, -49.220010",Seco / Noite,Seca,Sim,Não,Não,Sim,3,Não,1,4,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2009-01-10,01:00,Leste,"-25.423172, -49.207333",Seco / Noite,Escorregadia,Sim,Não,Sim,Sim,4,Não,1,2,2,0,Sim,Positivo,Sim,Carro,Sim,Não
Colisão,2014-05-22,06:15,Oeste,"-25.428316, -49.332292",Seco / Dia,Seca,Sim,Não,Não,Sim,3,Sim,5,2,0,0,Sim,Positivo,Sim,Carro,Não,Não
Colisão,2022-11-02,03:00,Norte,"-25.406107, -49.261754",Seco / Noite,Seca,Não,Não,Sim,Sim,3,Sim,4,2,1,0,Sim,Positivo,Não,Caminhão,Não,Não
Queda de moto,2007-10-04,06:45,Norte,"-25.381744, -49.255721",Chuva / Dia,Escorregadia,Não,Sim,Sim,Não,1,Sim,2,1,1,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2018-03-31,15:30,Leste,"-25.412210, -49.227915",Chuva / Dia,Escorregadia,Sim,Não,Não,Não,1,Sim,2,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Atropelamento,2023-03-31,15:00,Leste,"-25.420918, -49.245930",Seco / Dia,Seca,Não,Não,Não,Sim,4,Não,1,4,3,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Colisão,2018-02-27,20:45,Leste,"-25.425739, -49.218036",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Não,1,3,0,0,Não,Não realizado,Sim,Carro,Não,Sim
Atropelamento,2016-02-28,16:15,Norte,"-25.383067, -49.247916",Chuva / Dia,Escorregadia,Sim,Não,Não,Sim,3,Não,1,4,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2015-10-27,15:00,Centro,"-25.423298, -49.267814",Seco / Dia,Escorregadia,Não,Sim,Sim,Não,1,Não,1,4,4,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Capotamento,2010-09-26,10:15,Norte,"-25.398482, -49.267718",Neblina / Dia,Seca,Sim,Não,Sim,Sim,3,Sim,4,3,3,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2023-01-03,21:15,Oeste,"-25.420407, -49.319308",Seco / Noite,Molhada,Sim,Não,Não,Não,1,Sim,5,3,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2006-07-19,17:30,Leste,"-25.424423, -49.247968",Neblina / Dia,Molhada,Não,Sim,Não,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Moto,Não,Não
Capotamento,2018-05-11,01:00,Sul,"-25.459084, -49.286768",Seco / Noite,Molhada,Sim,Não,Sim,Não,1,Sim,2,2,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2012-06-07,23:45,Norte,"-25.384101, -49.254928",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Não,1,3,2,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2012-07-10,07:30,Leste,"-25.432394, -49.227180",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,2,2,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2007-10-15,15:30,Norte,"-25.384142, -49.257599",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,3,1,1,0,Sim,Positivo,Sim,Carro,Não,Não
Atropelamento,2020-12-12,08:15,Leste,"-25.423954, -49.238512",Chuva / Dia,Molhada,Sim,Sim,Sim,Não,1,Não,1,4,1,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2016-02-10,17:15,Oeste,"-25.423121, -49.337292",Seco / Dia,Molhada,Sim,Sim,Não,Não,1,Sim,5,4,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2015-03-22,22:45,Centro,"-25.435565, -49.286154",Chuva / Noite,Seca,Não,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Capotamento,2012-10-10,21:00,Centro,"-25.431900, -49.288096",Seco / Noite,Seca,Não,Sim,Sim,Sim,3,Sim,5,2,0,0,Sim,Negativo,Sim,Caminhão,Não,Não
Queda de moto,2010-01-08,13:30,Centro,"-25.427668, -49.276166",Chuva / Dia,Seca,Sim,Sim,Não,Não,1,Não,1,4,3,0,Sim,Negativo,Não,Moto,Sim,Sim
Colisão,2013-03-09,16:00,Centro,"-25.434292, -49.265865",Seco / Dia,Seca,Não,Não,Não,Sim,2,Sim,4,1,0,0,Sim,Positivo,Sim,Carro,Sim,Não
Capotamento,2015-01-25,01:15,Centro,"-25.428083, -49.272004",Seco / Noite,Molhada,Não,Sim,Sim,Sim,3,Não,1,3,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Atropelamento,2012-02-08,00:00,Centro,"-25.413264, -49.267216",Neblina / Noite,Molhada,Sim,Sim,Não,Sim,2,Sim,4,4,4,0,Sim,Negativo,Sim,Moto,Não,Não
Colisão,2022-07-23,12:00,Norte,"-25.409688, -49.269539",Seco / Dia,Seca,Não,Sim,Sim,Sim,2,Não,1,3,2,0,Sim,Negativo,Sim,Caminhão,Não,Não
Atropelamento,2023-11-23,15:15,Leste,"-25.439181, -49.238928",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Não,1,3,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Capotamento,2011-10-13,08:00,Centro,"-25.436135, -49.289102",Seco / Dia,Escorregadia,Não,Não,Sim,Não,1,Sim,4,1,0,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2005-07-26,04:30,Leste,"-25.433456, -49.223291",Seco / Noite,Escorregadia,Não,Não,Não,Sim,4,Sim,2,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Sim
Queda de moto,2005-04-05,01:15,Oeste,"-25.416168, -49.302552",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2020-08-09,00:15,Leste,"-25.432826, -49.207168",Seco / Noite,Seca,Sim,Não,Sim,Não,1,Sim,3,1,0,0,Sim,Negativo,Sim,Ônibus,Não,Não
